id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,GBH,GBD,GBA,BSH,BSD,BSA
7761,4769,4769,2015/2016,5,9/12/2015 0:00,1989820,9748,8639,1,2,4,6,8,5,4,6,5,4,6,1,3,5,7,2,4,6,8,3,5,7,1,3,3,3,3,6,7,7,9,11,11,1,3,3,3,7,7,7,7,10,10,10,167035,40730,93985,210117,41360,182923,210119,473852,40060,169193,71602,25540,40020,357881,30563,165583,26291,32575,242156,319822,213319,210406,1.83,3.4,4,1.83,3.4,4.75,1.85,3.4,4.1,1.8,3.25,5,1.83,3.49,5.17,1.85,3.1,5,NA,NA,NA,1.85,3.4,5.25,NA,NA,NA,NA,NA,NA
7791,4769,4769,2015/2016,8,9/26/2015 0:00,1989850,7819,6391,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,26167,210126,46726,33451,128666,11324,145061,46757,671644,94307,183530,311009,265727,25856,179516,409193,303025,41236,196186,466143,38951,187666,1.75,3.6,5,1.75,3.5,4.6,1.8,3.4,4.35,1.75,3.4,4.75,1.8,3.59,5.23,1.75,3.5,5,NA,NA,NA,1.8,3.6,5.4,NA,NA,NA,NA,NA,NA
7792,4769,4769,2015/2016,8,9/27/2015 0:00,1989851,9747,9829,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,120598,26256,89475,46338,491167,606491,26114,103869,230900,26330,109280,115184,563216,450002,30911,24493,359188,478393,38336,468931,488139,161328,3.25,3.1,2,3.4,3.1,2.3,3.3,3.1,2.2,3.3,3,2.3,3.42,3.1,2.44,3.3,3,2.38,NA,NA,NA,3.4,3.1,2.45,NA,NA,NA,NA,NA,NA
7801,4769,4769,2015/2016,9,10/3/2015 0:00,1989860,6391,9941,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,3,5,7,4,6,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,6,8,8,11,311009,265727,179516,36123,409193,41216,466143,25856,354491,38951,41240,190741,103470,303360,466357,195706,166020,26326,279879,169865,188413,164519,3.1,3.2,2,3,3.2,2.5,2.8,3.1,2.5,3,3.1,2.4,3.16,3.28,2.48,2.9,3.1,2.5,NA,NA,NA,3.2,3.2,2.5,NA,NA,NA,NA,NA,NA
7807,4769,4769,2015/2016,9,10/3/2015 0:00,1989867,10242,9747,1,2,4,6,8,4,6,3,5,7,5,1,2,6,8,4,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,79248,41160,16254,154228,46891,93994,466430,210452,26420,38435,363359,120598,26256,46338,466294,89475,168342,26114,103869,606491,26330,109280,2.63,3.1,2,2.65,3,2.8,2.6,3.1,2.7,2.7,3.1,2.62,2.72,3.26,2.85,2.7,3.1,2.7,NA,NA,NA,2.75,3.2,2.88,NA,NA,NA,NA,NA,NA
9978,7809,7809,2015/2016,12,11/7/2015 0:00,2002191,9823,10269,1,3,5,7,2,4,6,8,4,6,5,1,2,4,6,8,3,5,7,5,4,6,1,3,3,3,7,7,7,7,9,9,11,1,3,3,3,3,6,6,6,8,10,10,27299,27303,36183,121633,30834,49939,460632,156726,116772,429265,93447,68813,45272,143442,514301,47547,97734,132843,27324,141145,450980,281012,1.1,11,21,1.12,9.75,17.5,1.12,8,16,1.11,10,23,1.12,12.4,22.4,1.11,8,26,NA,NA,NA,1.09,12,26,NA,NA,NA,NA,NA,NA
9987,7809,7809,2015/2016,13,11/21/2015 0:00,2002201,10189,9823,1,1,3,5,7,9,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,3,7,7,7,7,11,1,3,3,3,3,6,6,8,8,8,11,49586,31290,68253,171698,145551,33338,530859,343748,266523,425963,36784,27299,30894,37410,46875,121633,30889,49939,30834,116772,156726,93447,13,6.5,1,13,6.5,1.26,10,5.2,1.27,11,6,1.25,12.9,6.61,1.26,12,5,1.29,NA,NA,NA,11.5,6.5,1.25,NA,NA,NA,NA,NA,NA
9995,7809,7809,2015/2016,13,11/22/2015 0:00,2002209,8234,8262,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,42909,36380,27550,145536,45254,167008,34675,94009,239946,171091,176831,448805,41930,119427,154245,51841,26545,335436,36554,27352,115670,27485,2.05,3.25,4,2.1,3.25,3.5,2.2,3.2,3.2,2.05,3.2,3.8,2.08,3.33,4.2,2.1,3.2,3.75,NA,NA,NA,2.05,3.4,3.9,NA,NA,NA,NA,NA,NA
10007,7809,7809,2015/2016,15,12/5/2015 0:00,2002221,8721,9789,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11,30820,40193,28480,178206,115591,188498,161421,298915,243164,178812,58346,112978,13518,71399,37374,94685,303912,178818,73167,27427,129944,150565,4,4.33,1,4.2,3.75,1.83,3.9,3.6,1.85,4,4,1.75,4.24,4.22,1.83,4.2,3.6,1.8,NA,NA,NA,4.1,4.2,1.8,NA,NA,NA,NA,NA,NA
10013,7809,7809,2015/2016,15,12/5/2015 0:00,2002227,8234,8226,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,42909,36380,27550,145536,555385,167008,34675,239946,433951,176831,185014,178778,303914,189982,447084,309496,34267,27420,27866,614449,140819,212893,2.25,3.3,3,2.35,3.3,2.95,2.4,3.3,2.75,2.3,3.2,3.1,2.39,3.32,3.33,2.4,3.1,3.1,NA,NA,NA,2.38,3.4,3.13,NA,NA,NA,NA,NA,NA
10014,7809,7809,2015/2016,16,12/12/2015 0:00,2002228,9823,8234,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,27299,30894,36183,94886,27303,37410,116772,49939,460632,429265,93447,42909,36380,27550,94009,555385,167008,34675,174093,433951,176831,185014,1.07,13,29,1.08,11,31,1.1,8,20,1.09,11,41,1.09,13,37,1.08,10,34,NA,NA,NA,1.07,12,36,NA,NA,NA,NA,NA,NA
10026,7809,7809,2015/2016,17,12/19/2015 0:00,2002240,10269,8721,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,68813,97734,143442,29471,47547,182892,27324,45272,141145,281012,450980,30820,27774,28480,178206,37317,161421,298915,188498,243164,178812,58346,3.5,3.6,2,3.4,3.6,2.1,3.1,3.3,2.2,3.25,3.6,2.1,3.53,3.71,2.14,3.2,3.6,2.15,NA,NA,NA,3.3,3.7,2.15,NA,NA,NA,NA,NA,NA
10029,7809,7809,2015/2016,17,12/19/2015 0:00,2002243,9904,9823,1,2,4,6,8,4,6,3,5,7,5,1,3,5,7,2,4,6,8,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,7,7,7,7,10,10,10,41087,116645,78908,25483,80229,36186,240367,469763,27314,179491,26374,27299,27303,36183,94886,116772,37410,30889,429265,49939,93447,172949,15,6.5,1,13.5,6.25,1.22,10.3,5.5,1.25,13,6.5,1.2,17.1,7.29,1.21,13,6,1.22,NA,NA,NA,15,7,1.2,NA,NA,NA,NA,NA,NA
10032,7809,7809,2015/2016,18,1/24/2016 0:00,2002246,10189,8697,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,49586,172887,145551,171698,304345,237542,343748,530859,425963,95082,36784,177953,107588,205893,193866,196205,469764,35989,134217,617044,196366,25366,1.67,4,5,1.67,3.8,5.25,1.75,3.5,4.5,1.62,3.8,5.25,1.68,4.19,5.37,1.7,3.75,5,NA,NA,NA,1.67,4.2,5,NA,NA,NA,NA,NA,NA
10036,7809,7809,2015/2016,18,1/23/2016 0:00,2002250,8722,10269,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,212815,212377,36934,303800,307210,167589,36086,127945,166449,260470,71605,68813,94652,97734,29471,47547,132843,27324,182892,141145,281012,450980,2.15,3.5,3,2.15,3.3,3.3,2.3,3.3,2.9,2.2,3.3,3.25,2.23,3.53,3.47,2.25,3.2,3.3,NA,NA,NA,2.2,3.5,3.3,NA,NA,NA,NA,NA,NA
10038,7809,7809,2015/2016,18,1/23/2016 0:00,2002252,8177,8406,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,40094,298823,95081,278831,229759,40108,42297,166452,196311,31906,36084,114737,26618,245526,26660,488298,303905,37319,147735,242308,150922,66940,2.2,3.3,3,2.2,3.3,3.2,2.3,3.2,3,2.2,3.25,3.3,2.23,3.36,3.64,2.3,3.2,3.2,NA,NA,NA,2.15,3.4,3.5,NA,NA,NA,NA,NA,NA
10040,7809,7809,2015/2016,18,1/23/2016 0:00,2002254,8234,9905,1,2,4,6,8,3,5,7,4,6,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,6,8,8,11,1,3,3,3,3,6,6,8,8,8,11,42909,240537,27550,145536,555385,167008,34675,239946,171091,185014,215804,287894,94915,147726,193901,426873,59595,162679,178804,278863,287231,291425,2.4,3.2,3,2.5,3.2,2.8,2.6,3.2,2.6,2.4,3.1,3.1,2.45,3.22,3.32,2.5,3,3,NA,NA,NA,2.45,3.25,3.13,NA,NA,NA,NA,NA,NA
10063,7809,7809,2015/2016,20,2/6/2016 0:00,2002268,9810,10269,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11,66757,668362,106309,441164,155534,27475,355357,38647,111897,39045,27478,68813,94652,97734,29471,47547,132843,182892,27324,141145,281012,450980,2.7,3.6,2,2.7,3.25,2.6,2.6,3.2,2.6,2.6,3.6,2.5,2.74,3.65,2.62,2.7,3.2,2.62,NA,NA,NA,2.7,3.6,2.55,NA,NA,NA,NA,NA,NA
10082,7809,7809,2015/2016,22,2/21/2016 0:00,2002287,9904,8406,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,41087,116645,78314,169569,80229,212915,469763,240367,179491,204169,69008,114737,26618,245315,26660,488298,36035,303905,147735,201888,150922,129918,2.63,3.3,2,2.7,3.1,2.7,2.6,3.2,2.6,2.62,3.2,2.7,2.73,3.35,2.81,2.7,3.1,2.7,NA,NA,NA,2.7,3.3,2.75,NA,NA,NA,NA,NA,NA
10085,7809,7809,2015/2016,22,2/20/2016 0:00,2002290,8234,8697,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,8,8,8,8,11,42909,240537,27550,145536,555385,167008,34675,174093,171091,104646,185014,177953,107588,303484,193866,196205,205893,469764,620578,25366,617044,196366,2.1,3.3,3,2.15,3.3,3.3,2.3,3.2,3,2.1,3.3,3.5,2.16,3.44,3.75,2.05,3.4,3.6,NA,NA,NA,2.1,3.5,3.6,NA,NA,NA,NA,NA,NA
10113,7809,7809,2015/2016,26,3/12/2016 0:00,2002318,9823,8697,1,2,4,6,8,5,2,4,6,8,5,1,1,3,5,7,9,2,4,6,8,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,3,7,7,7,7,11,27299,30894,460632,46875,121633,30889,429265,116772,172949,30924,177714,177953,107588,303484,205893,193866,196205,469764,515333,166917,617044,196366,1.13,9,21,1.15,7.5,14.5,1.12,8,16,1.14,8.5,19,1.14,10.3,21.5,1.14,8,17,NA,NA,NA,1.12,10,22,NA,NA,NA,NA,NA,NA
10117,7809,7809,2015/2016,26,3/12/2016 0:00,2002322,9904,8722,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,3,6,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,6,8,8,11,41087,116645,169569,25483,303913,36186,240367,469763,115847,375732,36774,212815,231753,28435,303800,307210,36086,127945,167589,260470,450976,71605,3.5,3.3,2,3.2,3.4,2.15,2.75,3.3,2.4,3.5,3.3,2.1,3.65,3.53,2.16,3.3,3.3,2.2,NA,NA,NA,3.5,3.5,2.15,NA,NA,NA,NA,NA,NA
10128,7809,7809,2015/2016,27,3/19/2016 0:00,2002333,9810,9904,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,6,6,8,8,8,11,66757,158234,106309,27475,28081,38647,58354,355357,27155,39045,170775,41087,116645,169569,25483,303913,176201,78314,469763,115847,179491,37550,1.85,3.6,4,1.83,3.5,4.25,1.8,3.5,4.2,1.83,3.5,4.33,1.86,3.73,4.65,1.91,3.4,4.2,NA,NA,NA,1.83,3.75,4.33,NA,NA,NA,NA,NA,NA
10134,7809,7809,2015/2016,28,4/3/2016 0:00,2002339,9788,8177,1,3,5,7,2,4,6,8,5,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,7,7,7,7,9,11,11,1,3,3,3,3,6,6,8,8,8,11,41618,517346,449232,37292,37357,469701,207236,33579,94916,264190,243829,40094,298823,425962,42297,229759,40108,212881,166452,196311,31906,36084,1.83,3.6,4,1.83,3.5,4.25,1.9,3.45,3.8,1.8,3.5,4.5,1.88,3.68,4.59,1.85,3.4,4.5,NA,NA,NA,1.87,3.7,4.3,NA,NA,NA,NA,NA,NA
10143,7809,7809,2015/2016,29,4/9/2016 0:00,2002348,10269,9823,1,1,3,5,7,9,2,4,6,8,5,1,3,5,7,3,5,7,3,5,7,5,1,3,3,3,3,3,7,7,7,7,11,1,3,3,3,6,6,6,8,8,8,11,68813,45272,143442,97734,29471,47547,450980,141145,182892,281012,107717,27299,460632,37410,121633,27303,30889,282691,177714,49939,30924,93447,6,4.33,1,6,4.75,1.44,7,4,1.45,5.25,4.6,1.45,6.84,4.82,1.5,6.5,4.75,1.44,NA,NA,NA,6,4.8,1.5,NA,NA,NA,NA,NA,NA
10145,7809,7809,2015/2016,29,4/9/2016 0:00,2002350,9810,8226,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,2,8,4,6,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,7,7,9,9,11,66757,158234,18904,106309,28081,355357,30530,38647,212814,27155,189237,178778,212156,189982,447084,443966,303914,664585,119525,173461,212893,50661,2.3,3.25,3,2.45,3.25,2.8,2.4,3.3,2.75,2.3,3.3,2.9,2.44,3.58,3.02,2.4,3.5,2.8,NA,NA,NA,2.4,3.6,2.9,NA,NA,NA,NA,NA,NA
10177,7809,7809,2015/2016,32,4/30/2016 0:00,2002434,9789,8721,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,112978,13518,37374,36388,94685,521421,73167,27427,144993,129944,50345,30820,27774,28480,259296,37317,161421,147729,188498,298915,178812,104045,1.36,5,8,1.35,5.5,7.75,1.4,4.5,7,1.35,5,8.5,1.37,5.53,8.97,1.4,4.5,7.5,NA,NA,NA,1.33,5.5,9,NA,NA,NA,NA,NA,NA
10179,7809,7809,2015/2016,32,4/29/2016 0:00,2002436,8406,8722,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,114737,36035,245315,26660,488298,303905,37319,201888,35997,26982,129918,212815,231753,36934,303800,259439,36086,307210,127945,166449,450976,71605,2.45,3.25,3,2.4,3.4,2.95,2.2,3.3,3.1,2.5,3.3,2.8,2.56,3.47,2.94,2.38,3.3,3,NA,NA,NA,2.45,3.5,2.8,NA,NA,NA,NA,NA,NA
10189,7809,7809,2015/2016,33,5/7/2016 0:00,2002446,9810,9789,1,1,3,5,7,9,2,4,6,8,5,1,3,5,7,2,4,6,8,4,6,5,1,3,3,3,3,3,7,7,7,7,11,1,3,3,3,7,7,7,7,9,9,11,66757,668362,27475,18904,155534,28081,27155,30530,39045,38647,189237,112978,331528,37374,36388,144993,73167,27365,129944,150565,94685,50345,7,4.75,1,7,4.75,1.4,5.2,4.5,1.5,6,4.5,1.48,7.06,4.98,1.48,7,5,1.4,NA,NA,NA,6.5,5,1.45,NA,NA,NA,NA,NA,NA
10195,7809,7809,2015/2016,34,5/14/2016 0:00,2002488,9789,8722,1,3,5,7,5,3,7,9,1,6,4,1,1,3,5,7,9,2,4,6,8,5,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,3,3,7,7,7,7,11,112978,37374,39455,36388,521421,144993,129944,94685,27427,150565,50345,27255,212377,36934,28435,303800,259439,127945,36086,387727,260470,71605,1.29,5.75,8,1.3,5.5,8.5,1.3,5,9,1.3,5.75,9,1.31,6.46,10.01,1.25,6,8,NA,NA,NA,1.3,6,9.5,NA,NA,NA,NA,NA,NA
10210,7809,7809,2015/2016,4,9/13/2015 0:00,2002122,8226,8697,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,5,6,5,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,6,7,9,11,11,178778,212156,189982,447084,309496,212819,34267,27420,140819,212893,30249,177953,107588,36180,205893,196205,35989,164259,520979,42860,196366,172388,1.95,3.75,3,1.95,3.4,3.8,1.9,3.45,3.8,1.91,3.6,3.75,1.97,3.88,3.92,1.95,3.6,3.75,NA,NA,NA,1.95,3.9,3.75,NA,NA,NA,NA,NA,NA
10211,7809,7809,2015/2016,4,9/12/2015 0:00,2002123,8234,8721,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,6,4,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,42909,36380,27550,145536,45254,167008,34675,239946,176831,171091,185014,30820,27774,28480,38432,115591,147729,161421,188498,243164,178812,104045,4,3.6,1,4.1,3.6,1.9,4,3.45,1.85,4,3.5,1.85,4.29,3.73,1.93,4.2,3.4,1.91,NA,NA,NA,4,3.75,1.95,NA,NA,NA,NA,NA,NA
10219,7809,7809,2015/2016,5,9/18/2015 0:00,2002131,9905,8226,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,287894,94915,36000,193901,171472,59595,180126,178804,278863,130118,459499,178778,212156,189982,447084,309496,119525,34267,27420,240837,50661,212893,2.15,3.5,3,2.2,3.3,3.2,2.2,3.3,3.1,2.15,3.5,3.4,2.22,3.68,3.36,2.2,3.5,3.1,NA,NA,NA,2.2,3.6,3.25,NA,NA,NA,NA,NA,NA
10225,7809,7809,2015/2016,6,9/23/2015 0:00,2002140,9904,10269,1,2,4,6,8,3,5,7,4,6,5,1,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,6,6,6,8,8,11,1,3,3,3,3,6,6,8,8,10,10,41087,116645,78908,25483,80229,303913,240367,27314,469763,115847,69008,68813,45272,143442,514301,47547,27324,132843,141145,281012,450980,177720,2.88,3.5,2,2.85,3.3,2.4,2.65,3.3,2.5,2.9,3.4,2.3,2.97,3.59,2.47,3.1,3.1,2.4,NA,NA,NA,2.88,3.6,2.45,NA,NA,NA,NA,NA,NA
10232,7809,7809,2015/2016,7,9/26/2015 0:00,2002148,9790,10189,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,3,6,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,6,8,8,11,24104,141113,30986,26255,240348,49847,71768,198316,27316,128827,193530,49586,172887,171698,145551,33338,237542,343748,190796,425963,95082,49825,2.88,3.5,2,2.85,3.3,2.5,2.75,3.3,2.4,2.75,3.4,2.4,2.88,3.56,2.55,2.9,3.2,2.5,NA,NA,NA,2.8,3.6,2.5,NA,NA,NA,NA,NA,NA
10233,7809,7809,2015/2016,7,9/26/2015 0:00,2002149,10269,9788,1,2,4,6,8,2,6,4,8,4,6,1,2,4,6,8,4,6,2,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,68813,45272,143442,514301,47547,141145,27324,132843,281012,450980,177720,41618,278815,449232,37292,33579,469701,207236,192625,37357,94916,25819,2.1,3.5,3,2.1,3.5,3.2,2.2,3.3,3.1,2,3.6,3.4,2.08,3.8,3.62,2.1,3.4,3.4,NA,NA,NA,2.1,3.8,3.4,NA,NA,NA,NA,NA,NA
10235,7809,7809,2015/2016,7,9/26/2015 0:00,2002151,8697,8178,1,2,4,6,8,5,4,5,6,4,6,1,6,2,4,8,4,3,5,7,6,5,1,3,3,3,3,6,7,9,7,11,11,1,3,3,3,3,6,8,8,8,6,11,177953,107588,36180,205893,196205,164259,35989,42860,469764,196366,25366,215168,101501,191080,469700,27310,269788,208230,516846,132844,37373,31199,3.8,3.6,1,3.75,3.5,2,3.3,3.3,2.1,3.8,3.6,1.85,4.21,3.8,1.93,4,3.4,1.95,NA,NA,NA,4,3.8,1.95,NA,NA,NA,NA,NA,NA
12901,10257,10257,2015/2016,1,8/23/2015 0:00,2060262,8540,10233,1,3,5,7,1,3,5,7,9,4,6,1,3,5,7,2,4,6,8,3,5,7,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,7,7,7,7,10,10,10,39477,42434,118616,128456,130113,42651,108401,434778,293235,279392,270774,162885,41655,30928,39284,258873,72518,134236,429988,119014,25597,671159,2.2,3.4,3,2.25,3.1,3.3,2.3,3.3,2.9,2.25,3.3,3.2,2.22,3.41,3.61,2.25,3.1,3.4,NA,NA,NA,2.25,3.25,3.7,NA,NA,NA,NA,NA,NA
12903,10257,10257,2015/2016,1,8/23/2015 0:00,2060264,7943,9875,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,6,8,10,10,39170,178120,32769,73024,41497,27685,74034,317156,364520,265924,41542,30660,39535,34029,177837,293160,41658,41688,215584,193441,46104,25759,4.33,3.75,1,4.5,3.4,1.8,4,3.45,1.85,4.5,3.5,1.8,5.11,3.69,1.81,4.5,3.4,1.83,NA,NA,NA,5.2,3.6,1.8,NA,NA,NA,NA,NA,NA
12909,10257,10257,2015/2016,10,10/28/2015 0:00,2060449,9875,8540,1,2,4,6,8,3,5,7,3,5,7,1,3,5,7,1,3,5,7,9,5,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,7,7,7,7,7,9,11,30660,293160,34029,177837,187017,215584,282775,41658,150330,25759,193441,39477,169752,118616,139806,130113,42651,34000,211091,293235,270774,30881,1.29,5.5,10,1.3,5,9.75,1.3,5,9,1.3,5.5,10,1.32,6,10.73,1.3,5.5,9.5,NA,NA,NA,1.29,6,11,NA,NA,NA,NA,NA,NA
12916,10257,10257,2015/2016,11,11/2/2015 0:00,2060466,8533,9882,1,2,4,6,8,3,5,7,5,4,6,1,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,6,6,6,8,10,10,37503,22283,24504,39304,33816,15732,39487,166509,36121,212770,42437,41671,39422,18823,45413,41605,175646,30920,610668,195717,NA,196484,2.05,3.3,3,2.1,3.2,3.6,2.2,3.2,3.2,2,3.1,3.8,2.1,3.31,4.12,2.1,3.1,3.8,NA,NA,NA,2.05,3.2,4.2,NA,NA,NA,NA,NA,NA
12917,10257,10257,2015/2016,11,11/1/2015 0:00,2060467,8535,9891,1,3,5,7,2,4,6,8,4,6,5,1,2,4,6,8,4,2,6,8,5,5,1,3,3,3,7,7,7,7,9,9,11,1,3,3,3,3,7,7,7,7,9,11,103218,144999,38458,113318,265725,141699,37631,24536,47373,38433,184629,41458,182715,39331,201617,415024,399549,415501,33706,42443,585237,42052,1.22,6,15,1.22,6,11.5,1.25,5.5,10.3,1.25,5.75,13,1.27,6.25,14.26,1.25,5.5,13,NA,NA,NA,1.22,6.5,15,NA,NA,NA,NA,NA,NA
12932,10257,10257,2015/2016,12,11/8/2015 0:00,2060492,7943,208931,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,9,11,39170,178120,112476,73024,41497,540307,74034,27685,364520,183059,195199,181911,30906,111739,414854,202341,414856,80126,182606,104778,230825,299886,1.73,3.6,5,1.7,3.5,5,1.7,3.6,4.7,1.67,3.6,5.25,1.72,3.8,5.7,1.73,3.5,5,NA,NA,NA,1.7,3.6,5.75,NA,NA,NA,NA,NA,NA
12938,10257,10257,2015/2016,13,11/22/2015 0:00,2060508,10233,7943,1,3,5,7,2,4,6,8,3,5,7,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,7,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10,181910,301023,30928,46297,242783,52243,134236,429988,119014,231176,101422,39170,178120,32769,73024,41497,27685,74034,317156,364520,265924,195199,2.05,3.3,3,2.05,3.4,3.5,2.1,3.3,3.3,2,3.3,3.8,2.08,3.41,4.07,2.05,3.1,4,NA,NA,NA,2.05,3.3,4.1,NA,NA,NA,NA,NA,NA
12940,10257,10257,2015/2016,13,11/22/2015 0:00,2060510,8636,9891,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10,42422,98254,19327,301456,428672,40686,33888,214972,155738,282770,92666,213299,39345,181997,39331,415024,415501,33706,415500,27708,42052,259507,1.2,6.5,17,1.2,6.75,14,1.2,5.8,13,1.22,6,13,1.2,7.45,19.3,1.22,5.5,17,NA,NA,NA,1.18,7,20,NA,NA,NA,NA,NA,NA
